Time (UTC),Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation
2/29/2020 5:03,0.8011293,0.80238086
2/29/2020 5:13,0.8074399,0.80948216
2/29/2020 5:23,0.77571845,0.7768725
2/29/2020 5:33,0.83316326,0.8361134
2/29/2020 5:43,0.80375516,0.8054052
2/29/2020 5:53,0.80452204,0.806722
2/29/2020 6:03,0.8344084,0.8382383
2/29/2020 6:13,0.75728434,0.7584499
2/29/2020 6:23,0.8987714,0.9043384
2/29/2020 6:33,0.889279,0.8943012
2/29/2020 6:43,0.79095984,0.7931566
2/29/2020 6:53,0.77758217,0.7799658
2/29/2020 7:03,0.7924453,0.79554397
2/29/2020 7:23,0.84971297,0.85565645
2/29/2020 7:33,0.669511,0.669177
2/29/2020 7:43,0.74727786,0.74907726
2/29/2020 7:53,0.73741364,0.738833
2/29/2020 8:03,0.7661184,0.76887304
2/29/2020 8:13,0.6928506,0.6935657
2/29/2020 8:33,0.9166003,0.9238161
2/29/2020 8:43,0.68720716,0.68721455
2/29/2020 8:53,0.7220012,0.7236783
2/29/2020 9:03,0.7061532,0.7072615
2/29/2020 9:13,0.83741486,0.84210336
2/29/2020 9:23,0.7297264,0.7314827
2/29/2020 9:33,0.7637172,0.7665316
2/29/2020 9:43,0.7313508,0.73366493
2/29/2020 9:53,0.6900777,0.69017285
2/29/2020 10:03,0.7827604,0.7862102
2/29/2020 10:13,0.7115638,0.7126747
2/29/2020 10:23,0.76088446,0.7638834
2/29/2020 10:33,0.7396318,0.7415801
2/29/2020 10:53,0.7228267,0.724376
2/29/2020 11:03,0.7026263,0.7042826
2/29/2020 11:13,0.7360642,0.73860973
2/29/2020 11:23,0.6830305,0.6841685
2/29/2020 11:33,0.63930374,0.6385156
2/29/2020 11:43,0.6406746,0.6404704
2/29/2020 11:53,0.67776453,0.67822
2/29/2020 12:03,0.75610626,0.7589646
2/29/2020 12:13,0.7637087,0.7673761
2/29/2020 12:23,0.8033965,0.80829555
2/29/2020 12:33,0.61680305,0.6155309
2/29/2020 12:43,0.78862613,0.7928465
2/29/2020 12:53,0.73278606,0.7358003
2/29/2020 13:03,0.6572204,0.65724987
2/29/2020 13:13,0.67787576,0.6785059
2/29/2020 13:23,0.7999198,0.80407506
2/29/2020 13:33,0.8280499,0.83361787
2/29/2020 13:43,0.7025016,0.70410264
2/29/2020 13:53,0.7940062,0.79812807
2/29/2020 14:03,0.94841456,0.95717436
2/29/2020 14:13,0.7565973,0.7601052
2/29/2020 14:23,0.73148334,0.73356783
2/29/2020 14:33,0.77099395,0.77492815
2/29/2020 14:43,0.6371923,0.63701266
2/29/2020 14:53,0.69981194,0.70151615
2/29/2020 15:03,0.6441884,0.64384925
2/29/2020 15:13,0.81046283,0.8152601
2/29/2020 15:23,0.68879056,0.6898029
2/29/2020 15:33,0.63716495,0.6364105
2/29/2020 15:43,0.7062305,0.7081136
2/29/2020 15:53,0.7393254,0.74143845
2/29/2020 16:03,0.6415381,0.6409996
2/29/2020 16:13,0.72774005,0.7306779
2/29/2020 16:23,0.7503042,0.75329155
2/29/2020 16:33,0.82308304,0.8282067
2/29/2020 16:43,0.7744788,0.77778614
2/29/2020 16:53,0.7270862,0.7296672
2/29/2020 17:03,0.6289933,0.62800354
2/29/2020 17:13,0.710948,0.7129193
2/29/2020 17:23,0.65748334,0.657543
2/29/2020 17:33,0.7538928,0.7571172
2/29/2020 17:43,0.7468683,0.74986964
2/29/2020 17:53,0.75437427,0.7572988
2/29/2020 18:03,0.6337277,0.63296264
2/29/2020 18:13,0.81414837,0.8190304
2/29/2020 18:23,0.73871595,0.7416583
2/29/2020 18:33,0.7633234,0.766674
2/29/2020 18:43,0.7092419,0.7108404
2/29/2020 18:53,0.6827741,0.68338984
2/29/2020 19:04,0.7481955,0.75084597
2/29/2020 19:13,0.7353102,0.73802197
2/29/2020 19:23,0.74324304,0.7461358
2/29/2020 19:33,0.74387324,0.7470035
2/29/2020 19:43,0.76833683,0.7717808
2/29/2020 19:53,0.78493893,0.78850347
2/29/2020 20:03,0.71360266,0.7156505
2/29/2020 20:13,0.7012978,0.7030273
2/29/2020 20:23,0.6344859,0.63373786
2/29/2020 20:33,0.8827057,0.8892321
2/29/2020 20:43,0.75532347,0.7580996
2/29/2020 20:53,0.7716,0.7749973
2/29/2020 21:03,0.8322196,0.8372941
2/29/2020 21:13,0.65841395,0.65871364
2/29/2020 21:23,0.8122134,0.81753904
2/29/2020 21:33,0.8469248,0.85284966
2/29/2020 21:43,0.6763257,0.677462
2/29/2020 21:53,0.84165454,0.8476421
2/29/2020 22:03,0.7219343,0.7244889
2/29/2020 22:13,0.7269835,0.72960967
2/29/2020 22:23,0.8459545,0.85244745
2/29/2020 22:33,0.6921922,0.69368
2/29/2020 22:43,0.6810486,0.68186384
2/29/2020 22:53,0.78303015,0.7874096
2/29/2020 23:03,0.74111485,0.7441729
2/29/2020 23:13,0.7568443,0.75988626
2/29/2020 23:23,0.6989367,0.7008967
2/29/2020 23:33,0.7367691,0.73961
2/29/2020 23:44,0.7856078,0.78955
2/29/2020 23:53,0.76001304,0.7632641
3/1/2020 0:03,0.74472195,0.7474533
3/1/2020 0:13,0.69776964,0.6995452
3/1/2020 0:23,0.73706126,0.7403578
3/1/2020 0:33,0.712442,0.7142566
3/1/2020 0:43,0.6845692,0.6862437
3/1/2020 0:53,0.7584162,0.7619662
3/1/2020 1:03,0.7714747,0.77530956
3/1/2020 1:13,0.716786,0.7186038
3/1/2020 1:23,0.7130905,0.7153178
3/1/2020 1:33,0.740023,0.74266475
3/1/2020 1:43,0.8093096,0.81448835
3/1/2020 1:53,0.6878636,0.6889201
3/1/2020 2:03,0.7169393,0.71959597
3/1/2020 2:13,0.6804051,0.6816084
3/1/2020 2:23,0.7161867,0.7190244
3/1/2020 2:33,0.75081944,0.75390667
3/1/2020 2:43,0.8099443,0.81561476
3/1/2020 2:53,0.7876766,0.7916847
3/1/2020 3:03,0.7279214,0.72979563
3/1/2020 3:13,0.84408355,0.8495527
3/1/2020 3:23,0.8358688,0.84151757
3/1/2020 3:33,0.8054107,0.8094258
3/1/2020 3:43,0.7384522,0.7408588
3/1/2020 3:53,0.8003876,0.8046054
3/1/2020 4:03,0.676822,0.6776796
3/1/2020 4:13,0.7869002,0.79042417
3/1/2020 4:23,0.7073613,0.7091449
3/1/2020 4:33,0.7143871,0.716572
3/1/2020 4:43,0.7651389,0.7684269
3/1/2020 4:53,0.67095095,0.671141
3/1/2020 5:03,0.7139654,0.7160811
3/1/2020 5:13,0.7728112,0.7762136
3/1/2020 5:23,0.6954968,0.69738895
3/1/2020 5:34,0.6952072,0.6965347
3/1/2020 5:43,0.74326795,0.74610025
3/1/2020 5:53,0.7569843,0.76021254
3/1/2020 6:03,0.8160652,0.82131934
3/1/2020 6:13,0.7986343,0.8032761
3/1/2020 6:23,0.7097086,0.7117476
3/1/2020 6:33,0.7205066,0.72298056
3/1/2020 6:44,0.6339254,0.6335458
3/1/2020 6:53,0.7771319,0.7814922
3/1/2020 7:03,0.7232823,0.72546005
3/1/2020 7:13,0.82257557,0.82770944
3/1/2020 7:23,0.7405024,0.7430066
3/1/2020 7:33,0.6863409,0.6879666
3/1/2020 7:43,0.79251593,0.7975017
3/1/2020 7:54,0.6682495,0.6690003
3/1/2020 8:03,0.72188556,0.72387177
3/1/2020 8:13,0.72045135,0.7227192
3/1/2020 8:23,0.75336117,0.75627595
3/1/2020 8:33,0.74751323,0.7501207
3/1/2020 8:43,0.66589355,0.6667117
3/1/2020 8:53,0.82694316,0.8326327
3/1/2020 9:03,0.8851416,0.89185506
3/1/2020 9:13,0.7359655,0.73898727
3/1/2020 9:23,0.63118726,0.63014865
3/1/2020 9:33,0.68437505,0.6852778
3/1/2020 9:43,0.6793417,0.6803499
3/1/2020 9:53,0.7611283,0.7647805
3/1/2020 10:03,0.74327517,0.74698913
3/1/2020 10:13,0.81799316,0.8230026
3/1/2020 10:23,0.7360654,0.7381609
3/1/2020 10:33,0.7484495,0.7507953
3/1/2020 10:43,0.8151822,0.8195967
3/1/2020 10:53,0.8037949,0.8081287
3/1/2020 11:03,0.7174314,0.7189433
3/1/2020 11:13,0.7739376,0.7773387
3/1/2020 11:23,0.90565884,0.9133006
3/1/2020 11:33,0.7335953,0.7365577
3/1/2020 11:43,0.78960013,0.79336506
3/1/2020 11:53,0.888891,0.8957121
3/1/2020 12:03,0.65159625,0.65126675
3/1/2020 12:13,0.73361665,0.7356621
3/1/2020 12:23,0.73532516,0.73791105
3/1/2020 12:33,0.8127125,0.817577
3/1/2020 12:44,0.7533861,0.7570407
3/1/2020 12:53,0.7255505,0.72718054
3/1/2020 13:03,0.70046854,0.702612
3/1/2020 13:13,0.7402837,0.74347216
3/1/2020 13:23,0.86058754,0.8669384
3/1/2020 13:33,0.6477878,0.6473928
3/1/2020 13:43,0.708879,0.7110427
3/1/2020 13:54,0.620087,0.6189001
3/1/2020 14:03,0.7212942,0.72430754
3/1/2020 14:13,0.6939085,0.6954217
3/1/2020 14:23,0.8355715,0.8409075
3/1/2020 14:33,0.7461778,0.74914455
3/1/2020 14:43,0.85316175,0.85890543
3/1/2020 14:53,0.81102836,0.8157855
3/1/2020 15:03,0.72576034,0.7284636
3/1/2020 15:13,0.76972157,0.77296126
3/1/2020 15:23,0.8858136,0.891943
3/1/2020 15:33,0.6886193,0.6898795
3/1/2020 15:43,0.8684068,0.8748367
3/1/2020 15:53,0.67467016,0.6752461
3/1/2020 16:03,0.7769406,0.7807482
3/1/2020 16:14,0.6821531,0.683481
3/1/2020 16:23,0.6982457,0.6997048
3/1/2020 16:33,0.81812155,0.8231076
3/1/2020 16:43,0.7406875,0.74390584
3/1/2020 16:53,0.7608948,0.7645785
3/1/2020 17:03,0.7453759,0.748118
3/1/2020 17:13,0.68393016,0.6854501
3/1/2020 17:24,0.7184513,0.72032636
3/1/2020 17:33,0.763339,0.76655835
3/1/2020 17:43,0.6378339,0.6373431
3/1/2020 17:53,0.683898,0.6852271
3/1/2020 18:03,0.6980067,0.6994969
3/1/2020 18:13,0.76793903,0.77197367
3/1/2020 18:23,0.8586591,0.864708
3/1/2020 18:33,0.7408878,0.74398905
3/1/2020 18:43,0.72315335,0.7263031
3/1/2020 18:53,0.6995523,0.70177954
3/1/2020 19:03,0.6444161,0.6444426
3/1/2020 19:13,0.6986286,0.70038897
3/1/2020 19:23,0.79226995,0.7965154
3/1/2020 19:33,0.7513318,0.75429446
3/1/2020 19:44,0.86795235,0.8741879
3/1/2020 19:53,0.7197587,0.7223382
3/1/2020 20:03,0.8300857,0.8360557
3/1/2020 20:13,0.77863777,0.78225285
3/1/2020 20:23,0.73222375,0.73480994
3/1/2020 20:33,0.7954371,0.80034786
3/1/2020 20:43,0.78079045,0.78461623
3/1/2020 20:53,0.64865804,0.64865226
3/1/2020 21:03,0.8110647,0.8160685
3/1/2020 21:13,0.63087213,0.62996036
3/1/2020 21:23,0.72687125,0.72964185
3/1/2020 21:33,0.81821686,0.82373637
3/1/2020 21:43,0.6777457,0.6789494
3/1/2020 21:53,0.69006133,0.6912555
3/1/2020 22:03,0.8707894,0.87659186
3/1/2020 22:13,0.77501607,0.7790115
3/1/2020 22:23,0.7144946,0.71686906
3/1/2020 22:33,0.7864864,0.791191
3/1/2020 22:43,0.79843044,0.80301166
3/1/2020 22:53,0.6694173,0.6702265
3/1/2020 23:03,0.7569738,0.7606446
3/1/2020 23:13,0.7151178,0.71751946
3/1/2020 23:24,0.6806525,0.6820435
3/1/2020 23:33,0.79247,0.7969401
3/1/2020 23:43,0.6791413,0.6807036
3/1/2020 23:53,0.7964015,0.80072105
3/2/2020 0:03,0.7735609,0.7775293
3/2/2020 0:13,0.7263144,0.72921604
3/2/2020 0:24,0.6863878,0.6882757
3/2/2020 0:33,0.6393787,0.6390894
3/2/2020 0:43,0.66161674,0.66198725
